job_id	comparison	layer0	probe_pre	probe_mid	probe_post	increment_attention	increment_mlp	branch_attention	branch_mlp	scale_attention	scale_mlp	rounding_attention	rounding_mlp
J07-D01-preceding	minus-native	35	-0.0019407272338867188	-0.0008192062377929688	0.0177001953125	0.00112152099609375	0.01851940155029297	0.0016305147057961156	0.05006715214262325	-0.0005087205630665004	-0.03155401575293837	-2.731466358651957e-07	6.265160608975862e-06
J07-D02-upstream	minus-native	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D02-upstream	minus-native	18	0.0	-3.2007694244384766e-05	-0.0019996166229248047	-3.2007694244384766e-05	-0.00196760892868042	-4.859696715087125e-05	-0.002059609920902261	1.710196401158437e-05	9.176101882918397e-05	-5.126911050978844e-07	2.399733926572445e-07
J07-D02-upstream	minus-native	19	-0.0019996166229248047	0.016249656677246094	0.00886988639831543	0.0182492733001709	-0.007379770278930664	0.01756807293541751	-0.0073119477029040935	0.0006807502859135783	-6.708035273608748e-05	4.5007883980874297e-07	-7.422232904674697e-07
J07-D02-upstream	minus-native	20	0.00886988639831543	0.04808551073074341	0.029398560523986816	0.03921562433242798	-0.018686950206756592	0.0385571871905554	-0.014700067808560702	0.0006573611182608685	-0.003985539183631842	1.07602361171244e-06	-1.3432145640479565e-06
J07-D02-upstream	minus-native	21	0.029398560523986816	0.09556043148040771	0.07644450664520264	0.0661618709564209	-0.019115924835205078	0.07158058465781297	-0.013017875091344222	-0.005419929912518939	-0.006098291099315506	1.2162111268088083e-06	2.4135545464987196e-07
J07-D02-upstream	minus-native	22	0.07644450664520264	0.09318608045578003	-0.10647636651992798	0.016741573810577393	-0.199662446975708	0.02047240834601638	-0.19920851337481138	-0.003729461138244461	-0.00045602636846263367	-1.3733971945262269e-06	2.0927675660059597e-06
J07-D02-upstream	minus-native	23	-0.10647636651992798	-0.1852550506591797	-0.12587404251098633	-0.07877868413925171	0.05938100814819336	-0.09053362087502781	0.044335243302034755	0.011755208559471098	0.015047070212340391	-2.718236949972308e-07	-1.3053661817863382e-06
J07-D02-upstream	minus-native	24	-0.12587404251098633	-0.1227116584777832	-0.07149744033813477	0.003162384033203125	0.05121421813964844	-0.009427179269547947	0.037239667921273714	0.012586782244812633	0.013979063422886767	2.78105793843908e-06	-4.5132045120577224e-06
J07-D02-upstream	minus-native	25	-0.07149744033813477	-0.011408090591430664	0.12895774841308594	0.0600893497467041	0.1403658390045166	0.05775283359423533	0.14031053821468098	0.0023340056380831108	5.768296714128707e-05	2.5105143856597734e-06	-2.3821773056653672e-06
